party id,num parties,db l1,db l2,wall time,comp time,upload (byte),download (byte)
0, 2, 2048, 2048, 66.427729ms, 3.566ms, 1713, 1719
1, 2, 2048, 2048, 98.853533ms, 4.222ms, 1719, 1713
1, 2, 2048, 2048, 63.88575ms, 1.269ms, 1713, 1713
0, 2, 2048, 2048, 85.063313ms, 1.179ms, 1713, 1713
0, 2, 2048, 2048, 63.19492ms, 720µs, 1713, 1713
1, 2, 2048, 2048, 83.893105ms, 1.867ms, 1713, 1713
1, 2, 2048, 2048, 62.909178ms, 994µs, 1713, 1713
0, 2, 2048, 2048, 83.606763ms, 912µs, 1713, 1713
0, 2, 2048, 2048, 63.824754ms, 1.064ms, 1713, 1713
1, 2, 2048, 2048, 84.599394ms, 1.207ms, 1713, 1713
0, 2, 2048, 1024, 65.046851ms, 2.991ms, 1191, 1197
1, 2, 2048, 1024, 97.204928ms, 3.361ms, 1197, 1191
1, 2, 2048, 1024, 64.008091ms, 1.088ms, 1191, 1191
0, 2, 2048, 1024, 84.980556ms, 1.149ms, 1191, 1191
0, 2, 2048, 1024, 63.734722ms, 1.094ms, 1191, 1191
1, 2, 2048, 1024, 85.167476ms, 1.206ms, 1191, 1191
1, 2, 2048, 1024, 62.701228ms, 992µs, 1191, 1191
0, 2, 2048, 1024, 83.927625ms, 905µs, 1191, 1191
0, 2, 2048, 1024, 63.079654ms, 990µs, 1191, 1191
1, 2, 2048, 1024, 83.501718ms, 894µs, 1191, 1191
0, 2, 4096, 4096, 66.441867ms, 3.558ms, 3270, 3276
1, 2, 4096, 4096, 98.540499ms, 4.805ms, 3276, 3270
1, 2, 4096, 4096, 63.827633ms, 1.215ms, 3270, 3270
0, 2, 4096, 4096, 84.867456ms, 1.292ms, 3270, 3270
0, 2, 4096, 4096, 63.584132ms, 956µs, 3270, 3270
1, 2, 4096, 4096, 84.185313ms, 1.705ms, 3270, 3270
1, 2, 4096, 4096, 63.223819ms, 1.205ms, 3270, 3270
0, 2, 4096, 4096, 83.98303ms, 1.136ms, 3270, 3270
0, 2, 4096, 4096, 64.362695ms, 1.27ms, 3270, 3270
1, 2, 4096, 4096, 85.785394ms, 1.454ms, 3270, 3270
0, 2, 4096, 2048, 65.744017ms, 3.634ms, 2235, 2241
1, 2, 4096, 2048, 98.33035ms, 3.636ms, 2241, 2235
1, 2, 4096, 2048, 63.114015ms, 1.117ms, 2235, 2235
0, 2, 4096, 2048, 83.838701ms, 1.006ms, 2235, 2235
0, 2, 4096, 2048, 63.723429ms, 1.062ms, 2235, 2235
1, 2, 4096, 2048, 85.168931ms, 1.267ms, 2235, 2235
1, 2, 4096, 2048, 62.661287ms, 1.006ms, 2235, 2235
0, 2, 4096, 2048, 83.703145ms, 1.011ms, 2235, 2235
0, 2, 4096, 2048, 62.906961ms, 1.256ms, 2235, 2235
1, 2, 4096, 2048, 83.37874ms, 1.095ms, 2235, 2235
0, 2, 8192, 8192, 66.514027ms, 3.989ms, 6382, 6388
1, 2, 8192, 8192, 100.433585ms, 4.864ms, 6388, 6382
1, 2, 8192, 8192, 64.243744ms, 1.776ms, 6382, 6382
0, 2, 8192, 8192, 85.163472ms, 1.792ms, 6382, 6382
0, 2, 8192, 8192, 62.454504ms, 1.421ms, 6382, 6382
1, 2, 8192, 8192, 83.180235ms, 1.345ms, 6382, 6382
1, 2, 8192, 8192, 62.804618ms, 1.424ms, 6382, 6382
0, 2, 8192, 8192, 83.650556ms, 1.399ms, 6382, 6382
0, 2, 8192, 8192, 64.552329ms, 1.765ms, 6382, 6382
1, 2, 8192, 8192, 86.109259ms, 1.912ms, 6382, 6382
0, 2, 8192, 4096, 65.637648ms, 3.763ms, 4314, 4320
1, 2, 8192, 4096, 99.193564ms, 4.292ms, 4320, 4314
1, 2, 8192, 4096, 63.377336ms, 1.311ms, 4314, 4314
0, 2, 8192, 4096, 84.402284ms, 1.556ms, 4314, 4314
0, 2, 8192, 4096, 63.417803ms, 1.441ms, 4314, 4314
1, 2, 8192, 4096, 84.126122ms, 1.501ms, 4314, 4314
1, 2, 8192, 4096, 62.89835ms, 1.86ms, 4314, 4314
0, 2, 8192, 4096, 84.231452ms, 1.154ms, 4314, 4314
0, 2, 8192, 4096, 62.796146ms, 1.349ms, 4314, 4314
1, 2, 8192, 4096, 83.695625ms, 1.708ms, 4314, 4314
0, 2, 16384, 16384, 67.779246ms, 5.536ms, 12566, 12572
1, 2, 16384, 16384, 101.734994ms, 5.487ms, 12572, 12566
1, 2, 16384, 16384, 66.335945ms, 3.438ms, 12566, 12566
0, 2, 16384, 16384, 87.299949ms, 3.502ms, 12566, 12566
0, 2, 16384, 16384, 67.964538ms, 1.713ms, 12566, 12566
1, 2, 16384, 16384, 83.573371ms, 7.275ms, 12566, 12566
1, 2, 16384, 16384, 71.216036ms, 4.226ms, 12566, 12566
0, 2, 16384, 16384, 81.521273ms, 4.303ms, 12566, 12566
0, 2, 16384, 16384, 71.0802ms, 4.433ms, 12566, 12566
1, 2, 16384, 16384, 81.702547ms, 4.059ms, 12566, 12566
0, 2, 16384, 8192, 66.170521ms, 4.243ms, 8450, 8456
1, 2, 16384, 8192, 98.822932ms, 5.051ms, 8456, 8450
1, 2, 16384, 8192, 65.236611ms, 2.338ms, 8450, 8450
0, 2, 16384, 8192, 86.633034ms, 2.392ms, 8450, 8450
0, 2, 16384, 8192, 64.676511ms, 2.377ms, 8450, 8450
1, 2, 16384, 8192, 85.50636ms, 2.424ms, 8450, 8450
1, 2, 16384, 8192, 63.425202ms, 1.821ms, 8450, 8450
0, 2, 16384, 8192, 84.290739ms, 2.298ms, 8450, 8450
0, 2, 16384, 8192, 65.393088ms, 2.385ms, 8450, 8450
1, 2, 16384, 8192, 86.34034ms, 2.29ms, 8450, 8450
0, 2, 32768, 32768, 72.740625ms, 6.654ms, 24926, 24932
1, 2, 32768, 32768, 102.017019ms, 11.636ms, 24932, 24926
1, 2, 32768, 32768, 75.655123ms, 7.11ms, 24926, 24926
0, 2, 32768, 32768, 83.514094ms, 10.943ms, 24926, 24926
0, 2, 32768, 32768, 81.486455ms, 10.951ms, 24926, 24926
1, 2, 32768, 32768, 83.278007ms, 11.892ms, 24926, 24926
1, 2, 32768, 32768, 84.077942ms, 12.534ms, 24926, 24926
0, 2, 32768, 32768, 84.164937ms, 12.477ms, 24926, 24926
1, 2, 32768, 32768, 83.629292ms, 12.444ms, 24926, 24926
0, 2, 32768, 32768, 83.625765ms, 12.457ms, 24926, 24926
0, 2, 32768, 16384, 70.423192ms, 7.989ms, 16698, 16704
1, 2, 32768, 16384, 101.675214ms, 7.841ms, 16704, 16698
1, 2, 32768, 16384, 66.735497ms, 5.333ms, 16698, 16698
0, 2, 32768, 16384, 87.679556ms, 5.426ms, 16698, 16698
0, 2, 32768, 16384, 66.033328ms, 5.104ms, 16698, 16698
1, 2, 32768, 16384, 86.680334ms, 5.54ms, 16698, 16698
1, 2, 32768, 16384, 67.38665ms, 5.948ms, 16698, 16698
0, 2, 32768, 16384, 88.517063ms, 5.627ms, 16698, 16698
0, 2, 32768, 16384, 68.446897ms, 5.769ms, 16698, 16698
1, 2, 32768, 16384, 89.148798ms, 5.719ms, 16698, 16698
2, 3, 128, 128, 89.241052ms, 3.71ms, 432, 420
0, 3, 128, 128, 86.977076ms, 4.908ms, 420, 432
1, 3, 128, 128, 66.106306ms, 4.5ms, 426, 426
2, 3, 128, 128, 63.53048ms, 1.455ms, 420, 420
1, 3, 128, 128, 63.519199ms, 1.541ms, 420, 420
0, 3, 128, 128, 63.524659ms, 1.57ms, 420, 420
0, 3, 128, 128, 63.45616ms, 1.961ms, 420, 420
2, 3, 128, 128, 63.482008ms, 1.924ms, 420, 420
1, 3, 128, 128, 63.502066ms, 1.997ms, 420, 420
1, 3, 128, 128, 62.734944ms, 1.386ms, 420, 420
2, 3, 128, 128, 62.742448ms, 1.37ms, 420, 420
0, 3, 128, 128, 62.753108ms, 1.462ms, 420, 420
1, 3, 128, 128, 64.032409ms, 1.57ms, 420, 420
2, 3, 128, 128, 64.026979ms, 1.56ms, 420, 420
0, 3, 128, 128, 64.021879ms, 1.733ms, 420, 420
0, 3, 128, 64, 86.633091ms, 4.711ms, 348, 360
1, 3, 128, 64, 66.265592ms, 3.876ms, 354, 354
2, 3, 128, 64, 89.072669ms, 4.082ms, 360, 348
0, 3, 128, 64, 62.798749ms, 1.398ms, 348, 348
2, 3, 128, 64, 62.454949ms, 1.451ms, 348, 348
1, 3, 128, 64, 62.531543ms, 1.489ms, 348, 348
0, 3, 128, 64, 63.297513ms, 1.55ms, 348, 348
1, 3, 128, 64, 63.268749ms, 1.444ms, 348, 348
2, 3, 128, 64, 63.279258ms, 1.603ms, 348, 348
1, 3, 128, 64, 61.477158ms, 792µs, 348, 348
0, 3, 128, 64, 61.480915ms, 935µs, 348, 348
2, 3, 128, 64, 61.460186ms, 935µs, 348, 348
0, 3, 128, 64, 62.628087ms, 1.416ms, 348, 348
2, 3, 128, 64, 62.58207ms, 1.345ms, 348, 348
1, 3, 128, 64, 62.76217ms, 1.492ms, 348, 348
1, 3, 256, 256, 65.870093ms, 4.747ms, 636, 636
0, 3, 256, 256, 86.499718ms, 4.121ms, 630, 642
2, 3, 256, 256, 88.751982ms, 3.916ms, 642, 630
0, 3, 256, 256, 63.20099ms, 1.657ms, 630, 630
1, 3, 256, 256, 63.294968ms, 1.696ms, 630, 630
2, 3, 256, 256, 63.162106ms, 1.568ms, 630, 630
0, 3, 256, 256, 63.493702ms, 1.656ms, 630, 630
1, 3, 256, 256, 63.488412ms, 1.634ms, 630, 630
2, 3, 256, 256, 63.485767ms, 1.541ms, 630, 630
0, 3, 256, 256, 62.371335ms, 1.341ms, 630, 630
1, 3, 256, 256, 62.367779ms, 1.362ms, 630, 630
2, 3, 256, 256, 62.362398ms, 1.262ms, 630, 630
0, 3, 256, 256, 62.466166ms, 1.329ms, 630, 630
1, 3, 256, 256, 62.461958ms, 1.32ms, 630, 630
2, 3, 256, 256, 62.46309ms, 1.286ms, 630, 630
2, 3, 256, 128, 88.565273ms, 4.983ms, 504, 492
1, 3, 256, 128, 66.287055ms, 3.84ms, 498, 498
0, 3, 256, 128, 86.815892ms, 4.678ms, 492, 504
0, 3, 256, 128, 62.645134ms, 1.273ms, 492, 492
1, 3, 256, 128, 62.700839ms, 1.388ms, 492, 492
2, 3, 256, 128, 62.900948ms, 1.461ms, 492, 492
1, 3, 256, 128, 63.733453ms, 1.608ms, 492, 492
0, 3, 256, 128, 63.73675ms, 1.442ms, 492, 492
2, 3, 256, 128, 63.70978ms, 1.542ms, 492, 492
1, 3, 256, 128, 62.605709ms, 1.294ms, 492, 492
2, 3, 256, 128, 62.567166ms, 1.19ms, 492, 492
0, 3, 256, 128, 62.602252ms, 1.078ms, 492, 492
0, 3, 256, 128, 63.272981ms, 1.263ms, 492, 492
2, 3, 256, 128, 63.279554ms, 1.255ms, 492, 492
1, 3, 256, 128, 63.31443ms, 1.488ms, 492, 492
1, 3, 512, 512, 76.780552ms, 4.61ms, 1064, 1064
2, 3, 512, 512, 99.527892ms, 4.281ms, 1070, 1058
0, 3, 512, 512, 97.289927ms, 4.06ms, 1058, 1070
2, 3, 512, 512, 72.638947ms, 1.591ms, 1058, 1058
0, 3, 512, 512, 72.47693ms, 1.62ms, 1058, 1058
1, 3, 512, 512, 72.803628ms, 1.78ms, 1058, 1058
1, 3, 512, 512, 72.691596ms, 1.535ms, 1058, 1058
2, 3, 512, 512, 72.730159ms, 1.478ms, 1058, 1058
0, 3, 512, 512, 72.705283ms, 1.451ms, 1058, 1058
1, 3, 512, 512, 74.088749ms, 1.717ms, 1058, 1058
2, 3, 512, 512, 74.083008ms, 1.617ms, 1058, 1058
0, 3, 512, 512, 74.096354ms, 1.532ms, 1058, 1058
2, 3, 512, 512, 73.704481ms, 1.439ms, 1058, 1058
1, 3, 512, 512, 73.710202ms, 1.585ms, 1058, 1058
0, 3, 512, 512, 73.672971ms, 1.468ms, 1058, 1058
2, 3, 512, 256, 99.454128ms, 5.103ms, 802, 790
0, 3, 512, 256, 97.824566ms, 3.986ms, 790, 802
1, 3, 512, 256, 77.309002ms, 4.091ms, 796, 796
0, 3, 512, 256, 74.418404ms, 1.83ms, 790, 790
1, 3, 512, 256, 74.322723ms, 1.921ms, 790, 790
2, 3, 512, 256, 74.811478ms, 1.918ms, 790, 790
0, 3, 512, 256, 73.896367ms, 1.753ms, 790, 790
1, 3, 512, 256, 73.913869ms, 1.827ms, 790, 790
2, 3, 512, 256, 73.879474ms, 1.824ms, 790, 790
0, 3, 512, 256, 74.026772ms, 1.827ms, 790, 790
2, 3, 512, 256, 74.000732ms, 1.922ms, 790, 790
1, 3, 512, 256, 74.050937ms, 1.885ms, 790, 790
0, 3, 512, 256, 74.55513ms, 1.838ms, 790, 790
2, 3, 512, 256, 74.527767ms, 1.9ms, 790, 790
1, 3, 512, 256, 74.513391ms, 2.011ms, 790, 790
1, 3, 1024, 1024, 76.375567ms, 3.822ms, 1856, 1856
2, 3, 1024, 1024, 98.056516ms, 5.252ms, 1862, 1850
0, 3, 1024, 1024, 96.244408ms, 5.077ms, 1850, 1862
1, 3, 1024, 1024, 73.387104ms, 1.679ms, 1850, 1850
2, 3, 1024, 1024, 73.384328ms, 1.801ms, 1850, 1850
0, 3, 1024, 1024, 73.291463ms, 1.826ms, 1850, 1850
1, 3, 1024, 1024, 73.642577ms, 1.64ms, 1850, 1850
0, 3, 1024, 1024, 73.62805ms, 1.638ms, 1850, 1850
2, 3, 1024, 1024, 73.639331ms, 1.746ms, 1850, 1850
1, 3, 1024, 1024, 74.040099ms, 1.677ms, 1850, 1850
0, 3, 1024, 1024, 74.035299ms, 1.687ms, 1850, 1850
2, 3, 1024, 1024, 74.002768ms, 1.821ms, 1850, 1850
0, 3, 1024, 1024, 73.295279ms, 1.71ms, 1850, 1850
1, 3, 1024, 1024, 73.296993ms, 1.726ms, 1850, 1850
2, 3, 1024, 1024, 73.289388ms, 1.812ms, 1850, 1850
0, 3, 1024, 512, 98.743448ms, 4.238ms, 1326, 1338
1, 3, 1024, 512, 78.583306ms, 6.169ms, 1332, 1332
2, 3, 1024, 512, 100.930485ms, 6.753ms, 1338, 1326
1, 3, 1024, 512, 73.908641ms, 1.925ms, 1326, 1326
2, 3, 1024, 512, 73.91856ms, 2.009ms, 1326, 1326
0, 3, 1024, 512, 73.933237ms, 1.927ms, 1326, 1326
1, 3, 1024, 512, 72.1314ms, 1.138ms, 1326, 1326
2, 3, 1024, 512, 72.079142ms, 1.125ms, 1326, 1326
0, 3, 1024, 512, 72.064745ms, 1.209ms, 1326, 1326
2, 3, 1024, 512, 72.820303ms, 1.528ms, 1326, 1326
1, 3, 1024, 512, 72.839799ms, 1.479ms, 1326, 1326
0, 3, 1024, 512, 72.806016ms, 1.564ms, 1326, 1326
1, 3, 1024, 512, 73.909413ms, 1.64ms, 1326, 1326
2, 3, 1024, 512, 73.962393ms, 1.632ms, 1326, 1326
0, 3, 1024, 512, 73.938628ms, 1.727ms, 1326, 1326
0, 3, 2048, 2048, 96.321137ms, 4.829ms, 3426, 3438
1, 3, 2048, 2048, 76.140452ms, 4.599ms, 3432, 3432
2, 3, 2048, 2048, 99.034428ms, 4.351ms, 3438, 3426
0, 3, 2048, 2048, 73.88647ms, 1.736ms, 3426, 3426
2, 3, 2048, 2048, 73.872944ms, 1.736ms, 3426, 3426
1, 3, 2048, 2048, 73.871972ms, 1.91ms, 3426, 3426
2, 3, 2048, 2048, 73.357769ms, 1.478ms, 3426, 3426
0, 3, 2048, 2048, 73.361847ms, 1.538ms, 3426, 3426
1, 3, 2048, 2048, 73.334245ms, 1.651ms, 3426, 3426
2, 3, 2048, 2048, 72.784065ms, 1.342ms, 3426, 3426
0, 3, 2048, 2048, 72.774867ms, 1.332ms, 3426, 3426
1, 3, 2048, 2048, 72.723521ms, 1.566ms, 3426, 3426
2, 3, 2048, 2048, 73.871921ms, 1.91ms, 3426, 3426
1, 3, 2048, 2048, 73.838738ms, 1.865ms, 3426, 3426
0, 3, 2048, 2048, 73.879656ms, 1.917ms, 3426, 3426
2, 3, 2048, 1024, 98.851053ms, 5.204ms, 2394, 2382
0, 3, 2048, 1024, 97.635284ms, 3.904ms, 2382, 2394
1, 3, 2048, 1024, 76.974079ms, 3.988ms, 2388, 2388
0, 3, 2048, 1024, 72.239407ms, 1.642ms, 2382, 2382
2, 3, 2048, 1024, 72.909785ms, 1.633ms, 2382, 2382
1, 3, 2048, 1024, 72.20887ms, 1.704ms, 2382, 2382
1, 3, 2048, 1024, 72.531489ms, 1.361ms, 2382, 2382
2, 3, 2048, 1024, 72.541147ms, 1.335ms, 2382, 2382
0, 3, 2048, 1024, 72.551306ms, 1.456ms, 2382, 2382
0, 3, 2048, 1024, 73.819685ms, 1.661ms, 2382, 2382
1, 3, 2048, 1024, 73.857427ms, 1.618ms, 2382, 2382
2, 3, 2048, 1024, 73.863849ms, 1.599ms, 2382, 2382
0, 3, 2048, 1024, 74.000387ms, 1.81ms, 2382, 2382
1, 3, 2048, 1024, 73.947287ms, 1.699ms, 2382, 2382
2, 3, 2048, 1024, 73.930365ms, 1.779ms, 2382, 2382
1, 3, 4096, 4096, 76.57308ms, 4.286ms, 6546, 6546
0, 3, 4096, 4096, 97.611499ms, 5.702ms, 6540, 6552
2, 3, 4096, 4096, 98.228355ms, 5.66ms, 6552, 6540
0, 3, 4096, 4096, 74.342026ms, 2.616ms, 6540, 6540
1, 3, 4096, 4096, 74.37048ms, 2.544ms, 6540, 6540
2, 3, 4096, 4096, 74.354219ms, 2.52ms, 6540, 6540
2, 3, 4096, 4096, 73.706602ms, 2.367ms, 6540, 6540
1, 3, 4096, 4096, 73.713015ms, 2.366ms, 6540, 6540
0, 3, 4096, 4096, 73.733202ms, 2.316ms, 6540, 6540
2, 3, 4096, 4096, 73.573982ms, 1.977ms, 6540, 6540
0, 3, 4096, 4096, 73.561259ms, 1.888ms, 6540, 6540
1, 3, 4096, 4096, 73.593159ms, 1.976ms, 6540, 6540
0, 3, 4096, 4096, 73.734897ms, 2.044ms, 6540, 6540
2, 3, 4096, 4096, 73.738283ms, 2.01ms, 6540, 6540
1, 3, 4096, 4096, 73.612746ms, 2.292ms, 6540, 6540
0, 3, 4096, 2048, 96.952616ms, 4.855ms, 4470, 4482
1, 3, 4096, 2048, 76.720961ms, 4.018ms, 4476, 4476
2, 3, 4096, 2048, 99.135022ms, 3.769ms, 4482, 4470
1, 3, 4096, 2048, 74.240262ms, 2.588ms, 4470, 4470
2, 3, 4096, 2048, 74.236225ms, 2.45ms, 4470, 4470
0, 3, 4096, 2048, 74.4873ms, 2.433ms, 4470, 4470
1, 3, 4096, 2048, 72.248246ms, 1.569ms, 4470, 4470
0, 3, 4096, 2048, 72.254257ms, 1.545ms, 4470, 4470
2, 3, 4096, 2048, 72.274576ms, 1.523ms, 4470, 4470
1, 3, 4096, 2048, 73.100086ms, 1.523ms, 4470, 4470
2, 3, 4096, 2048, 73.035654ms, 1.631ms, 4470, 4470
0, 3, 4096, 2048, 73.065792ms, 1.692ms, 4470, 4470
1, 3, 4096, 2048, 73.494132ms, 1.733ms, 4470, 4470
2, 3, 4096, 2048, 73.490615ms, 1.794ms, 4470, 4470
0, 3, 4096, 2048, 73.48824ms, 1.812ms, 4470, 4470
1, 3, 8192, 8192, 77.626474ms, 5.73ms, 12770, 12770
0, 3, 8192, 8192, 101.004818ms, 5.79ms, 12764, 12776
2, 3, 8192, 8192, 100.701715ms, 5.559ms, 12776, 12764
2, 3, 8192, 8192, 76.878019ms, 3.674ms, 12764, 12764
1, 3, 8192, 8192, 76.902606ms, 3.66ms, 12764, 12764
0, 3, 8192, 8192, 76.886465ms, 3.521ms, 12764, 12764
0, 3, 8192, 8192, 75.443177ms, 4.319ms, 12764, 12764
2, 3, 8192, 8192, 75.453287ms, 4.408ms, 12764, 12764
1, 3, 8192, 8192, 75.473706ms, 4.36ms, 12764, 12764
1, 3, 8192, 8192, 74.642685ms, 3.521ms, 12764, 12764
2, 3, 8192, 8192, 74.664836ms, 3.499ms, 12764, 12764
0, 3, 8192, 8192, 74.768663ms, 3.625ms, 12764, 12764
2, 3, 8192, 8192, 76.267595ms, 3.48ms, 12764, 12764
0, 3, 8192, 8192, 76.109988ms, 3.351ms, 12764, 12764
1, 3, 8192, 8192, 76.321718ms, 3.411ms, 12764, 12764
1, 3, 8192, 4096, 75.7197ms, 4.649ms, 8634, 8634
2, 3, 8192, 4096, 97.774123ms, 4.781ms, 8640, 8628
0, 3, 8192, 4096, 95.693441ms, 4.384ms, 8628, 8640
1, 3, 8192, 4096, 73.913717ms, 2.481ms, 8628, 8628
0, 3, 8192, 4096, 73.805553ms, 2.56ms, 8628, 8628
2, 3, 8192, 4096, 73.848955ms, 2.377ms, 8628, 8628
2, 3, 8192, 4096, 74.106536ms, 2.233ms, 8628, 8628
0, 3, 8192, 4096, 74.049308ms, 2.456ms, 8628, 8628
1, 3, 8192, 4096, 74.088362ms, 2.385ms, 8628, 8628
1, 3, 8192, 4096, 73.972039ms, 2.359ms, 8628, 8628
0, 3, 8192, 4096, 73.986347ms, 2.349ms, 8628, 8628
2, 3, 8192, 4096, 74.013808ms, 2.249ms, 8628, 8628
1, 3, 8192, 4096, 74.609253ms, 2.737ms, 8628, 8628
0, 3, 8192, 4096, 74.603102ms, 2.627ms, 8628, 8628
2, 3, 8192, 4096, 74.608482ms, 2.511ms, 8628, 8628
0, 3, 16384, 16384, 100.27369ms, 10.215ms, 25132, 25144
2, 3, 16384, 16384, 103.918105ms, 10.903ms, 25144, 25132
1, 3, 16384, 16384, 82.094197ms, 10.2ms, 25138, 25138
0, 3, 16384, 16384, 79.815971ms, 8.129ms, 25132, 25132
2, 3, 16384, 16384, 79.826141ms, 8.253ms, 25132, 25132
1, 3, 16384, 16384, 79.801073ms, 8.382ms, 25132, 25132
0, 3, 16384, 16384, 79.957449ms, 8.309ms, 25132, 25132
2, 3, 16384, 16384, 79.95807ms, 8.376ms, 25132, 25132
1, 3, 16384, 16384, 79.869522ms, 8.383ms, 25132, 25132
0, 3, 16384, 16384, 79.975454ms, 8.611ms, 25132, 25132
1, 3, 16384, 16384, 79.880815ms, 8.78ms, 25132, 25132
2, 3, 16384, 16384, 79.892517ms, 8.713ms, 25132, 25132
1, 3, 16384, 16384, 80.247447ms, 8.718ms, 25132, 25132
0, 3, 16384, 16384, 80.261744ms, 8.666ms, 25132, 25132
2, 3, 16384, 16384, 80.234793ms, 8.689ms, 25132, 25132
0, 3, 16384, 8192, 99.128578ms, 7.959ms, 16900, 16912
1, 3, 16384, 8192, 79.303485ms, 7.159ms, 16906, 16906
